Trimestre;Sexo;Idade;Faixa_Etaria;Cor_Raca;Nivel_Instrucao;Anos_Estudo;Anos_Estudo_Num;Forca_Trabalho;Ocupacao;Posicao_Ocupacao;Ocupacao_Grupo;Horas_Trabalhadas;Grupo_Jornada;Renda;Faixa_Renda;Urbano
T1;Homem;28;25 a 39 anos;Branca;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1400;Até 1 salário mínimo;Urbana
T1;Mulher;24;18 a 24 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;40;21h a 40h;1500;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;28;25 a 39 anos;Preta;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1650;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;0;Menos de 14 anos;Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;68;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;34;25 a 39 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores de apoio administrativo;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Homem;30;25 a 39 anos;Preta;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Técnicos e profissionais de nível médio;40;21h a 40h;2300;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;24;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Técnicos e profissionais de nível médio;40;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;40;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;600;Até 1 salário mínimo;Urbana
T1;Homem;1;Menos de 14 anos;Preta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;30;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;36;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;40;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;40;21h a 40h;4000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;41;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Trabalhadores de apoio administrativo;24;21h a 40h;2500;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;1;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;0;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;65;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;46;40 a 59 anos;Preta;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;33;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;50;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;24;21h a 40h;400;Até 1 salário mínimo;Urbana
T1;Homem;48;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Ocupações elementares;30;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Homem;6;Menos de 14 anos;Branca;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;19;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;39;25 a 39 anos;Preta;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Profissionais das ciências e intelectuais;30;21h a 40h;3000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;95;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;63;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;45;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;39;25 a 39 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;40;21h a 40h;2800;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;33;25 a 39 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Técnicos e profissionais de nível médio;40;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;32;25 a 39 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Técnicos e profissionais de nível médio;30;21h a 40h;200;Até 1 salário mínimo;Urbana
T1;Homem;6;Menos de 14 anos;Branca;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;59;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;40;21h a 40h;5500;Mais de 3 a 4 salários mínimos;Urbana
T1;Mulher;60;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Trabalhadores dos serviços, vendedores dos comércios e mercados;60;Acima de 44h;1400;Até 1 salário mínimo;Urbana
T1;Homem;27;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;82;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;62;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;55;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;36;25 a 39 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;36;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Operadores de instalações e máquinas e montadores;54;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;8;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;1 ano de estudo;1;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;71;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;73;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;29;25 a 39 anos;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;48;Acima de 44h;1604;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;27;25 a 39 anos;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;42;41h a 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;82;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;55;40 a 59 anos;Preta;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;52;40 a 59 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;50;40 a 59 anos;Preta;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;32;21h a 40h;1000;Até 1 salário mínimo;Urbana
T1;Mulher;47;40 a 59 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;23;18 a 24 anos;Preta;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;64;60 anos ou mais;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;66;60 anos ou mais;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;74;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;50;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;14;14 a 17 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;52;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Operadores de instalações e máquinas e montadores;44;41h a 44h;2800;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;42;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Homem;20;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;15;14 a 17 anos;Branca;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;89;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;55;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;27;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;27;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;56;Acima de 44h;1600;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;0;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;7;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;60;60 anos ou mais;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;24;21h a 40h;1000;Até 1 salário mínimo;Urbana
T1;Mulher;20;18 a 24 anos;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Técnicos e profissionais de nível médio;20;Até 20h;760;Até 1 salário mínimo;Urbana
T1;Mulher;54;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Trabalhadores de apoio administrativo;30;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;54;40 a 59 anos;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;36;21h a 40h;4000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;22;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;17;14 a 17 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;63;60 anos ou mais;Parda;Médio incompleto ou equivalente;10 anos de estudo;10;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;27;25 a 39 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;48;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;21;18 a 24 anos;Parda;Médio incompleto ou equivalente;10 anos de estudo;10;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;0;Menos de 14 anos;Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;70;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Trabalhadores de apoio administrativo;30;21h a 40h;4500;Mais de 3 a 4 salários mínimos;Urbana
T1;Homem;20;18 a 24 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;56;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;38;21h a 40h;6300;Mais de 4 a 5 salários mínimos;Urbana
T1;Mulher;45;40 a 59 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;16;Até 20h;2500;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;32;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;2118;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;78;60 anos ou mais;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;47;40 a 59 anos;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;39;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;56;Acima de 44h;2280;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;12;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;1;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;30;25 a 39 anos;Branca;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Ocupações elementares;30;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;33;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;5;Menos de 14 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;31;25 a 39 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Profissionais das ciências e intelectuais;65;Acima de 44h;10500;Mais de 5 salários mínimos;Urbana
T1;Mulher;86;60 anos ou mais;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;59;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;528;Até 1 salário mínimo;Urbana
T1;Homem;36;25 a 39 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;40;21h a 40h;3000;Mais de 2 a 3 salários mínimos;Urbana
T1;Mulher;80;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;70;60 anos ou mais;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;30;21h a 40h;8000;Mais de 5 salários mínimos;Urbana
T1;Mulher;37;25 a 39 anos;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;9;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;37;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;40;21h a 40h;9000;Mais de 5 salários mínimos;Urbana
T1;Mulher;75;60 anos ou mais;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;72;60 anos ou mais;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Diretores e gerentes;44;41h a 44h;5000;Mais de 3 a 4 salários mínimos;Urbana
T1;Mulher;44;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Diretores e gerentes;40;21h a 40h;3000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;53;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;3500;Mais de 2 a 3 salários mínimos;Urbana
